label,model_a_score,model_b_score
1,-0.6924890748790989,-0.1657337945784556
1,0.004195838930054818,-0.7871568347796292
1,0.08995787502589092,0.78831563974024
0,1.0154751949175906,-0.6523608899795352
1,2.380801100126813,1.497254798840461
0,-0.7150327166557673,-1.6989458994570412
1,0.1700182679747675,-0.21980902395987467
1,0.20434169860188584,0.11678570462470139
0,0.06776845977538176,1.177463753246126
1,1.0681177863794895,2.4834233799115037
0,-0.29673499296811673,-1.3002400918218306
0,-0.5707757939789084,-0.14936858773470124
1,1.0071506375167694,-0.2937056686684918
0,0.14011799455268875,0.8239278817989192
0,0.09799240278315194,-0.3086835568383862
1,0.5571701662999627,1.2115205950213168
1,1.7061062236056657,0.9946816232010105
0,0.878877442753278,-0.2874688728798585
0,0.01698197875678267,-0.39549741684026446
1,-0.018209794633463394,-0.4945231138620467
0,0.1474193496814053,0.8544384847796296
0,-0.2463931294824801,-0.009041095939255357
1,1.0669492447805726,-0.5849976565391444
1,1.0094208074324718,0.7285082356009139
0,-1.2433725481957014,1.078235614523564
1,1.0354932250579452,2.916892325749382
0,0.26362475318753653,1.3768974111363068
1,1.8602229329410394,1.0643002769265488
0,-0.5403893680465102,0.18507501036083082
0,-0.35863079391971064,0.767490553752681
0,-0.2182132788110108,-1.5296313693958565
0,-0.5614432350267577,0.8128706205975109
0,-0.3916080221108832,-0.27118857061266544
0,-0.7476794415689455,-0.21551638955318467
1,-0.16098413761562846,0.9439302021061845
0,-0.5126525909569177,-0.885991842979835
1,0.29249463451721625,1.7722556092064798
0,-1.099057441710783,0.708265920065467
1,-0.9156637481099371,2.0794913447732077
1,-0.6653266486521093,-1.0944675538848327
1,1.083042513723059,0.2909532194944914
0,-0.009664953545171604,0.46322283044217505
1,0.5666224971126382,0.8048740114031614
1,1.1088168997870018,3.1370820985483485
1,-0.32045027971546003,1.098869977070501
0,-0.8279777660179626,0.3889213109628993
1,0.6026455212883413,1.6548331610907279
1,2.8439685823622987,0.9932405330812819
1,1.2837700611306437,2.7633737361756916
0,-1.4866801200845727,0.12349502407824307
0,-0.4466309799028574,-0.8753891607135925
0,1.5130595096975936,-0.6906132796975741
0,-0.14516859747638033,-0.7659976987432736
1,1.9573582819419233,1.0741220527896327
1,-0.39724886682476035,-0.3188980062486182
0,0.19846091092945806,0.3851412047555622
1,0.4834312567720034,0.4525166619291795
1,0.6344699323838279,0.5169944441189497
0,-0.5280644297819161,0.45587342851348817
1,-0.5889015352638814,1.4021501271112284
0,-0.20816535099946532,0.411000045995742
1,0.10667053509588553,-0.7024445091091525
0,-0.698929523852549,-0.3138728430501436
0,0.41491387161637927,0.7103963319425556
1,0.2848392278595617,0.7065117951910231
0,-0.9020975075067206,-0.2206694014683367
0,0.5072840468621714,1.5973560450745479
0,0.6008439234238667,0.9179431044159907
0,0.4851789722279878,0.12947549368749164
0,-0.7810587368200888,-0.21034850929028961
1,1.0967977507902074,-0.006835632196026009
0,0.1063227025165292,1.0090585105922776
1,0.9949141627397675,1.6756355654092685
0,-0.3001929295952664,0.3167802039828811
0,1.1568870789032073,0.4543313216575068
0,-1.125589707793317,0.28133298144392727
0,-0.40462053866406744,-1.9484918288392923
0,0.24376746591325943,1.6076075552482427
0,0.06970456650793656,1.2983959409408883
0,-0.4801313704325205,1.0497152678742019
1,0.6590575662736223,1.4072618244873507
0,0.7170447875034565,-2.573908519709612
0,-1.4439131938284275,-1.088700959740848
0,-0.7001493399453208,-1.2200845088791334
1,1.3532511579867958,1.100456157138735
1,0.3922524822256282,0.5788021418158391
0,-0.3642025391447252,0.40257648775377025
1,0.28034267103971827,1.3310971560037765
1,1.8637230120526045,1.1746492341280568
1,1.1251745440137721,0.7389339840772712
0,-0.9437998428325085,0.45183166150970977
0,0.32744666205982026,-0.5711311269178997
1,1.8542698777575644,2.090592595007186
0,-0.4226305762621396,0.8122591249443168
0,1.8369871223771568,-0.7226451551087237
0,-0.942988855455256,-1.5500628810904926
0,-2.0632249797310083,1.5928314536033037
0,0.29828321339311514,-2.109951257807879
1,1.3330584016994462,0.6703122995120533
0,-0.9889229498632132,0.26014755752208474
1,0.3451010468599197,2.3824844478018954
0,1.3694689173647543,-1.0150521025502839
1,0.4369626429359581,1.1011579086801433
0,0.24067442640552017,0.5625089727785669
0,-0.1778335545898518,-0.8492771717483227
0,1.9110280859279958,-1.5273385074877381
0,-0.330928997016462,0.18658795948197
