id	filename	md5	size	state
004d6594-95ce-494c-9760-828f9885bbae	004d6594-95ce-494c-9760-828f9885bbae/nationwidechildrens.org_clinical.TCGA-DD-A1EA.xml	a3ed9c667aa6d90d653c080fc3e22846	44736	validated
00a9a7f4-06eb-40fb-8d3a-66f5f5d315f7	00a9a7f4-06eb-40fb-8d3a-66f5f5d315f7/nationwidechildrens.org_clinical.TCGA-KR-A7K0.xml	cb32832391ad23a479129d18cd9f85e6	30384	validated
010f9d46-fd87-4b69-9eb9-b5b6fd34cf42	010f9d46-fd87-4b69-9eb9-b5b6fd34cf42/nationwidechildrens.org_clinical.TCGA-DD-A4NS.xml	040bb38c7c499c9ba553d07fab7502b7	71459	validated
015e736d-7097-49d6-9a0b-eb78b932da11	015e736d-7097-49d6-9a0b-eb78b932da11/nationwidechildrens.org_clinical.TCGA-CC-A5UC.xml	4dbc2455889468541c919e28c3444a61	37849	validated
040002dd-7797-48bd-9e91-1d75d8eb756a	040002dd-7797-48bd-9e91-1d75d8eb756a/nationwidechildrens.org_clinical.TCGA-G3-AAV7.xml	d7fdc6120a27a0d53df83d95b6975c4a	38887	validated
045cbaae-5088-4dab-84b2-4cf4fae94a3d	045cbaae-5088-4dab-84b2-4cf4fae94a3d/nationwidechildrens.org_clinical.TCGA-DD-AAED.xml	18cd287e6653d4d054584bb1ec99ce23	51953	validated
04f27de4-ab30-430e-b8c6-20d1e83da4e9	04f27de4-ab30-430e-b8c6-20d1e83da4e9/nationwidechildrens.org_clinical.TCGA-DD-AAE0.xml	5c96bf45e0ec8becac2388cc46cfa7f7	38268	validated
050c9b93-81d2-4ab2-8c9f-5c47615e37ae	050c9b93-81d2-4ab2-8c9f-5c47615e37ae/nationwidechildrens.org_omf.TCGA-ZP-A9D1.xml	1a406a0466be7f58d40ebdabe759dc23	11330	validated
0659fc68-a533-4d96-84ba-1aaa4002cd2e	0659fc68-a533-4d96-84ba-1aaa4002cd2e/nationwidechildrens.org_clinical.TCGA-CC-A3M9.xml	2295584f726cec6467e9fcdea94b7044	34372	validated
06bb4cb4-9866-4a28-8962-5c04627b9dc2	06bb4cb4-9866-4a28-8962-5c04627b9dc2/nationwidechildrens.org_omf.TCGA-BD-A3ER.xml	cca241eddf9f4dddffa86c3e393ed016	11320	validated
08131208-2f43-4b7c-a891-9acbd7eaa353	08131208-2f43-4b7c-a891-9acbd7eaa353/nationwidechildrens.org_clinical.TCGA-DD-A3A4.xml	cc809fb5670a94035f6e6c6340b6c67c	49230	validated
092c7219-c33c-4a5b-9c4a-33067000d40a	092c7219-c33c-4a5b-9c4a-33067000d40a/nationwidechildrens.org_clinical.TCGA-DD-AADB.xml	988be40d66802454f8cb407ffc198983	38152	validated
09b41222-958c-4e50-8e52-fc989d2916f3	09b41222-958c-4e50-8e52-fc989d2916f3/nationwidechildrens.org_clinical.TCGA-G3-A25V.xml	7e3a26d2f108fc3a731f219c2f456216	40593	validated
0ad5f933-2032-4be5-8813-ab087e06fac6	0ad5f933-2032-4be5-8813-ab087e06fac6/nationwidechildrens.org_clinical.TCGA-DD-AAE7.xml	65d7d742b01d360e28dff852def0740c	38600	validated
0ba6354e-0fce-42c5-afdd-1ea20644283e	0ba6354e-0fce-42c5-afdd-1ea20644283e/nationwidechildrens.org_clinical.TCGA-LG-A9QC.xml	17c10e6c080afcf17f7ff189e74f277b	37927	validated
0e7d3a4c-1bc0-42a6-9617-54e14718bff7	0e7d3a4c-1bc0-42a6-9617-54e14718bff7/nationwidechildrens.org_clinical.TCGA-DD-AAEH.xml	73c7bd3ee597f175b4c6ca9f459d5f6d	38536	validated
0f278d5f-5bec-42f7-ab55-92117ec2a2bc	0f278d5f-5bec-42f7-ab55-92117ec2a2bc/nationwidechildrens.org_clinical.TCGA-DD-AAW1.xml	ceac29fdfbfc3e166dae690cab045f45	38310	validated
1183f22b-fcc3-48e9-a2b3-be84b73b1b99	1183f22b-fcc3-48e9-a2b3-be84b73b1b99/nationwidechildrens.org_clinical.TCGA-2Y-A9H9.xml	6f9b30c8c9f3fdfcb7415bc2913af0fb	53050	validated
11d5b694-caf7-41b0-bc50-ee410ce6791c	11d5b694-caf7-41b0-bc50-ee410ce6791c/nationwidechildrens.org_clinical.TCGA-5C-AAPD.xml	8d2246e06db5a797f706ca5565683e35	37491	validated
12096b18-ff08-4366-b2b7-fca0eabea733	12096b18-ff08-4366-b2b7-fca0eabea733/nationwidechildrens.org_clinical.TCGA-EP-A2KA.xml	e61445420d7204a592cd3efe522eab87	48562	validated
13a518cf-a57e-4018-8fd5-70fa5fc4a29f	13a518cf-a57e-4018-8fd5-70fa5fc4a29f/nationwidechildrens.org_clinical.TCGA-DD-A73B.xml	91fef64411200189a2b802a80148625c	31129	validated
13d65949-24a5-46c1-817e-8845394f8e0e	13d65949-24a5-46c1-817e-8845394f8e0e/nationwidechildrens.org_clinical.TCGA-UB-A7MD.xml	d57bdfa164eac0dea673cdc94de1c669	39495	validated
14b085bb-444f-48ac-b205-85bd34c4f20a	14b085bb-444f-48ac-b205-85bd34c4f20a/nationwidechildrens.org_clinical.TCGA-DD-A113.xml	148dde2d03cd6d0223f3c56bfb611b98	47884	validated
