ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
hsa03030,DNA replication,33,0.722170500938648,2.34838220249647,0.0025062656641604,0.0320532514080901,0.0242541838467136,1900,tags=64%, list=15%, signal=54%,MCM5/MCM2/MCM6/MCM4/FEN1/RFC4/PCNA/RNASEH2A/DNA2/POLE2/POLA2/MCM7/RFC2/PRIM1/PRIM2/MCM3/POLD1/RFC3/POLD2/POLE3/RPA3
hsa03050,Proteasome,42,0.708900964236226,2.42902529099327,0.00261780104712042,0.0320532514080901,0.0242541838467136,2510,tags=67%, list=20%, signal=53%,PSMA7/PSMD3/PSMB9/PSMB5/IFNG/PSMD7/ADRM1/PSME2/PSMB3/PSMA4/PSMB2/PSMA3/PSMA5/PSMB7/PSMD14/PSME4/SEM1/PSMB10/PSMD8/PSMC3/PSMD2/PSMB4/PSMC4/PSMA2/PSMB6/PSMD12/POMP/PSMA1
hsa04110,Cell cycle,114,0.668962409096281,2.76325631273959,0.00304878048780488,0.0320532514080901,0.0242541838467136,1233,tags=40%, list=10%, signal=37%,CDC45/CDC20/CCNB2/CCNA2/CDK1/MAD2L1/TTK/CHEK1/CCNB1/MCM5/PTTG1/MCM2/CDC25A/CDC6/PLK1/BUB1B/ESPL1/CCNE1/ORC6/ORC1/CCNE2/MCM6/MCM4/DBF4/SKP2/CDC25B/BUB1/MYC/PCNA/E2F1/CDKN2A/CDC7/MCM7/SFN/HDAC2/E2F3/CDKN2C/PKMYT1/CDC25C/CDK4/MCM3/RAD21/CHEK2/TFDP1/E2F5/YWHAZ
hsa05340,Primary immunodeficiency,34,0.622442917148035,2.04960842481881,0.00251889168765743,0.0320532514080901,0.0242541838467136,1449,tags=41%, list=12%, signal=36%,ICOS/TAP1/LCK/IL2RG/IL7R/CD3D/CD40LG/CD8A/PTPRC/CD3E/ADA/UNG/TAP2/CD19
hsa03008,Ribosome biogenesis in eukaryotes,55,0.572808404159412,2.09379839045849,0.00261096605744125,0.0320532514080901,0.0242541838467136,3986,tags=75%, list=32%, signal=51%,GTPBP4/RPP25/RPP40/RBM28/RRP7A/PWP2/EMG1/POP7/NXT1/EIF6/GAR1/GNL2/REXO5/RAN/POP4/RPP38/NOP10/CSNK2B/WDR43/TCOF1/POP1/SNU13/FBL/RPP30/UTP18/NHP2/IMP4/UTP6/XPO1/NAT10/NXF3/REXO2/WDR3/HEATR1/NVL/NMD3/CSNK2A2/RCL1/NXT2/LSG1/BMS1
hsa04657,IL-17 signaling pathway,85,0.561337202780592,2.19654566763198,0.00282485875706215,0.0320532514080901,0.0242541838467136,2872,tags=49%, list=23%, signal=38%,MMP1/S100A9/S100A8/S100A7/CXCL10/CXCL3/CCL20/FOSL1/MMP9/CXCL8/LCN2/CCL2/MUC5B/CEBPB/CCL7/IFNG/CCL17/CXCL5/CXCL1/TRAF4/MAPK13/TNFAIP3/ELAVL1/TNF/IL6/FADD/PTGS2/TRAF2/IL13/CCL11/MAPK1/NFKBIA/IKBKE/CHUK/GSK3B/MAPK12/MAPK6/IL17B/MAPK14/HSP90B1/IL25/HSP90AB1
hsa01230,Biosynthesis of amino acids,63,0.549888791751868,2.06428272833991,0.00267379679144385,0.0320532514080901,0.0242541838467136,1745,tags=40%, list=14%, signal=34%,PSAT1/PHGDH/CBS/ASS1/PFKP/ASNS/PYCR3/SHMT2/TKT/PSPH/IDH2/TPI1/BCAT1/GAPDH/PGK1/ENO1/PGAM1/PYCR1/TALDO1/ACO2/PKM/IDH3A/SDS/GOT1/RPIA
hsa05332,Graft-versus-host disease,33,0.54846973266269,1.78353526919051,0.0025062656641604,0.0320532514080901,0.0242541838467136,3735,tags=79%, list=30%, signal=55%,GZMB/PRF1/HLA-DRB4/HLA-DOB/IFNG/KLRD1/KIR2DL3/CD86/CD28/TNF/IL6/HLA-DQB1/HLA-G/FASLG/HLA-F/IL2/HLA-DMB/HLA-DMA/IL1A/HLA-DRA/HLA-B/KIR2DL2/HLA-C/HLA-DOA/CD80/HLA-A
hsa05330,Allograft rejection,33,0.527512314582477,1.71538511965397,0.0025062656641604,0.0320532514080901,0.0242541838467136,3073,tags=64%, list=25%, signal=48%,GZMB/PRF1/HLA-DRB4/HLA-DOB/IFNG/CD40LG/CD86/CD28/TNF/HLA-DQB1/HLA-G/FASLG/CD40/HLA-F/IL12B/IL2/IL12A/HLA-DMB/HLA-DMA/HLA-DRA/HLA-B
hsa05219,Bladder cancer,41,0.520495689274608,1.76997213928196,0.0025974025974026,0.0320532514080901,0.0242541838467136,2385,tags=46%, list=19%, signal=38%,MMP1/MMP9/CXCL8/MYC/E2F1/CDKN2A/E2F3/CDK4/UPK3A/VEGFA/CDH1/MAP2K1/TYMP/EGFR/MAP2K2/EGF/MAPK1/DAPK1/NRAS
