gene	HR	z	pvalue	lower	upper
TSPAN6	1.00129060993545	0.729991640881987	0.465395294168561	0.997829196312754	1.00476403100824
DPM1	0.999494012635071	-0.322589329145768	0.747006276146282	0.99642527118803	1.0025722050408
FGR	0.992611822372747	-0.458211891354516	0.646800217471571	0.961620638774553	1.0246017922096
CFH	0.998182208620137	-0.184966623334295	0.853255214539116	0.979122165901777	1.01761328290236
FUCA2	0.996688528155102	-0.874977129578327	0.381586349854596	0.989310512568791	1.00412156702612
GCLC	0.994976811870297	-0.326578527325824	0.743986686497598	0.965355813897314	1.02550670116427
NFYA	1.00579907256173	0.56210801034956	0.574042431008299	0.985723352406806	1.02628366457583
NIPAL3	0.982072626512957	-0.793408008277611	0.427540146446149	0.939151972598215	1.02695481869437
LAS1L	1.01035977047154	1.65419061894584	0.0980887883253252	0.99809668504242	1.02277352593744
ENPP4	1.0007838324191	0.0652614637442806	0.947965824382962	0.977509088400529	1.0246127541078
SEMA3F	0.998307249274	-0.287215031228718	0.77394767771855	0.986832110718468	1.00991582370321
CFTR	0.999427246667618	-0.27165874117272	0.785884428318189	0.995304654701587	1.00356691457561
ANKIB1	0.988393271215202	-0.854262339563683	0.392959649021195	0.962270112940835	1.01522560603891
CYP51A1	1.00867011316469	0.385753933780758	0.699678915058285	0.965384251936269	1.05389682414131
KRIT1	1.00035374357059	0.0218218349511617	0.982590076560816	0.969075493821047	1.03264154202261
BAD	1.00514384567043	0.759239570385265	0.44770925905962	0.991918776867996	1.01854524185865
LAP3	0.997280251770832	-0.954868844475003	0.339644026981931	0.991720847926078	1.00287082060639
CD99	0.999725315407636	-0.193217226119604	0.846788848438809	0.996943220770533	1.00251517382748
AOC1	1.0012635968133	1.37653502230758	0.168656052190047	0.999464919922066	1.00306551067513
MAD1L1	1.02500994564406	1.28180111649952	0.199912422453206	0.987015771061207	1.06446666757879
LASP1	1.00151654898959	0.738333705986552	0.460311688966773	0.997495793830901	1.00555351120615
SNX11	1.01951663942878	1.2625932929395	0.20673537951037	0.989380962133342	1.05057022305233
TMEM176A	1.00143926704035	1.83107210802875	0.0670897810123735	0.999898765824509	1.00298214164045
M6PR	1.00895104086048	1.39755781656899	0.162245893255197	0.99642036391181	1.02163929975998
KLHL13	0.987302353629769	-0.525859502965208	0.598985828105175	0.941380203126762	1.03546466586532
ICA1	1.0041627974326	0.801089155478449	0.423080033847664	0.994008517628187	1.01442080813722
DBNDD1	1.00249306978434	0.250973608356176	0.801834513758432	0.983187642988341	1.02217756918814
CASP10	0.983658673816643	-1.0428703678853	0.297008335239056	0.953665968295438	1.01459464712173
CFLAR	0.980254210851586	-0.852805861375054	0.393766972956153	0.936338524601849	1.02622960889157
TFPI	0.968850211137898	-1.09301256046082	0.274388284971658	0.915403082674604	1.02541792723634
RBM5	1.01368048143946	0.944091383710371	0.345122951984518	0.985485512635719	1.04268211483202
ARF5	1.00084416552514	0.686687841280594	0.492279460570211	0.998436607929374	1.00325752853061
POLDIP2	1.00129947884824	0.906677398944753	0.364577418596275	0.998492513609531	1.00411433503629
PLXND1	1.00162723686964	0.365684295479415	0.714600666069686	0.992936539442599	1.01039399980417
AK2	0.998052899490534	-0.351976180993095	0.724856125710509	0.987279683936808	1.00894367258672
FKBP4	1.00409080266613	2.23627724640068	0.0253336159525586	1.00050455365709	1.00768990637123
KDM1A	1.00303148767918	1.78390989288026	0.0744383081271718	0.999701319615614	1.00637274907545
RBM6	1.00674675796732	0.856624266227055	0.391652570341484	0.991376694307617	1.02235511536367
RECQL	0.998160368176769	-0.122106560405904	0.902814626308879	0.969090839081641	1.02810188727297
VPS50	1.0034082153898	0.112371956777712	0.910528489721125	0.945594204732717	1.06475699795172
HSPB6	1.00030833656276	0.183015244184283	0.854786057504142	0.997011206588282	1.00361637019208
NDUFAB1	0.997010711464885	-1.25027521420916	0.211199029378773	0.992342598473503	1.00170078388735
PDK4	0.994366477920208	-0.783190350623396	0.433515340461628	0.98040706929542	1.00852464591267
SLC25A13	1.0014751175165	0.19739191942561	0.843520852589886	0.986924176773653	1.01624059335889
ST7	0.965780440629888	-1.09719542549578	0.272555972450777	0.907540673543964	1.02775763852095
CDC27	0.978388897541117	-1.70356754378157	0.0884619093195952	0.954102341579105	1.00329366475237
HCCS	0.999206016270138	-0.124018381866405	0.901300720797212	0.986741421805594	1.01182806446241
DVL2	1.04008560321654	2.62313828861247	0.00871239016168196	1.0099860077165	1.0710822266381
PRSS22	1.00379600609522	0.944386092387253	0.344972385825536	0.995933852647858	1.01172022536821
UPF1	1.00387270388703	0.633020023881081	0.526720566920713	0.991930407164943	1.01595877929557
SKAP2	0.995837439848524	-0.508582820561046	0.611044673242847	0.979957280339676	1.01197493656083
SLC25A5	1.00009399778442	0.578218723024881	0.563116459631457	0.999775413179259	1.00041268390853
MCUB	0.994506946468171	-0.439396073460865	0.660374571147617	0.970369863915872	1.0192444173629
HOXA11	0.997132596463281	-0.309550131919933	0.756903083600653	0.979167061878394	1.0154277585913
POLR2J	1.00359226396123	1.22571075766744	0.220307540490515	0.99785424141124	1.00936328221483
DHX33	0.997499516121609	-0.140105592873982	0.888576561707635	0.963168248475913	1.03305449098567
RPAP3	0.975206799258475	-1.36451489030376	0.172405571014057	0.940666009733428	1.01101590945065
ACSM3	0.993183824697591	-0.376002878568325	0.706914756003257	0.958398749579006	1.02923142384549
CIAPIN1	1.00016514656026	0.0213615850793992	0.982957217233545	0.985125621934932	1.01543427368086
SPPL2B	1.01043001984307	2.43950072439885	0.0147075731833303	1.00204170962464	1.01888855044018
FAM214B	1.00759149700511	0.519399760985339	0.603481997970334	0.979242828007771	1.0367608480753
COPZ2	1.01110005863362	1.11523803953953	0.26474842912975	0.991673549798179	1.03090712541136
PRKAR2B	1.01383826835006	0.691959984639201	0.488962458777866	0.975129966965791	1.05408311629408
MSL3	0.98805435576082	-0.507232091743021	0.611991980212176	0.943221722520528	1.03501794607649
CREBBP	1.00316929895029	0.222902373269645	0.823611489255044	0.975642495196808	1.03147274468955
TSPOAP1	0.996599449354617	-0.253570863132949	0.799827108893609	0.970702218113874	1.02318758927304
PON1	0.809404715278985	-0.759499572531629	0.447553769675594	0.469005879622065	1.39686093838264
GCFC2	0.970580124299789	-1.03405076348894	0.301112432243695	0.91717116759255	1.02709920565698
