	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	82	0.690998084875812	1.84900052117177	0.00153374233128834	0.065116666204256	0.0578548721775306	1871	tags=39%, list=12%, signal=34%	SOX11/DLX2/HOXD10/HOXA2/HOXA6/EYA1/MMP16/DLX1/DMRT2/HOXB9/HOXB8/BMP7/SIX4/HOXA3/HOXB5/SIX2/HOXA5/MDFI/HOXA7/NKX3-2/ZEB1/HOXD3/HOXA11/HOXB6/HOXA9/SHOX2/PRRX1/HOXB2/HOXD9/HOXB3/HOXD1/COL11A1
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	63	0.707274310397885	1.83612354022929	0.0015015015015015	0.065116666204256	0.0578548721775306	1871	tags=41%, list=12%, signal=36%	SOX11/DLX2/HOXD10/HOXA2/HOXA6/EYA1/MMP16/HOXB8/BMP7/SIX4/HOXA3/HOXB5/SIX2/HOXA5/MDFI/HOXA7/ZEB1/HOXD3/HOXA11/HOXB6/SHOX2/PRRX1/HOXB2/HOXD9/HOXB3/COL11A1
GO_DYNEIN_COMPLEX	GO_DYNEIN_COMPLEX	GO_DYNEIN_COMPLEX	28	0.799484543925461	1.80543646197808	0.00160771704180064	0.065116666204256	0.0578548721775306	484	tags=21%, list=3%, signal=21%	DNAH9/DNAH2/DNAH6/DNAH7/DNAH10/DNALI1
GO_PERIKARYON	GO_PERIKARYON	GO_PERIKARYON	58	0.699983094325321	1.79269597470695	0.00151285930408472	0.065116666204256	0.0578548721775306	1804	tags=38%, list=12%, signal=34%	TMEM100/KCNA2/NTSR1/PTPRN/CAMK2B/GRIK3/ITGA8/KCNK1/GRIK5/AMIGO1/HPCA/NPFF/PDE11A/DRP2/NTRK2/NGFR/ITGA1/UCN/TTLL7/GNRH1/KCNAB1/NEFH
GO_SPINAL_CORD_DEVELOPMENT	GO_SPINAL_CORD_DEVELOPMENT	GO_SPINAL_CORD_DEVELOPMENT	54	0.702405636125218	1.7730646313407	0.00155763239875389	0.065116666204256	0.0578548721775306	1054	tags=26%, list=7%, signal=24%	SOX11/HOXD10/PTN/ZIC1/RELN/HOXB8/PROX1/NOVA1/LHX4/SLIT2/HOXC10/INTU/NPFF/GLI2
GO_SKELETAL_SYSTEM_MORPHOGENESIS	GO_SKELETAL_SYSTEM_MORPHOGENESIS	GO_SKELETAL_SYSTEM_MORPHOGENESIS	129	0.610506627727385	1.75084253320277	0.00144508670520231	0.065116666204256	0.0578548721775306	2376	tags=36%, list=16%, signal=30%	SOX11/DLX2/FREM1/HOXD10/HOXA2/HOXA6/EYA1/MMP16/HOXB8/BMP7/SIX4/HOXA3/HOXB5/SIX2/HOXA5/MDFI/HOXA7/COL13A1/FBN2/NKX3-2/DLX5/SFRP1/TGFB2/ZEB1/HOXD3/FGF18/HOXA11/HOXB6/STC1/MSX1/MGP/SFRP2/SHOX2/PRRX1/HOXB2/HOXD9/HOXB3/HOXC8/COL11A1/CSGALNACT1/HOXA1/TGFB3/HOXD8/ROR2/HOXB7/IFT80
GO_APPENDAGE_DEVELOPMENT	GO_APPENDAGE_DEVELOPMENT	GO_APPENDAGE_DEVELOPMENT	104	0.626938431288328	1.73599397627204	0.00151057401812689	0.065116666204256	0.0578548721775306	1600	tags=27%, list=10%, signal=24%	SOX11/SALL1/HOXD10/DLX6/RNF165/MEOX2/RSPO4/WNT3/HOXC13/BMP7/FRAS1/HOXC10/ALDH1A2/GPC3/FBN2/INTU/DLX5/PKDCC/GLI2/HOXA11/HOXA9/LRP4/MSX1/SFRP2/SHOX2/PRRX1/CRABP2/HOXD9
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	16	0.850457307800577	1.72860805047315	0.0016366612111293	0.065116666204256	0.0578548721775306	1645	tags=81%, list=11%, signal=73%	PCDHB11/PCDHB6/CDH2/PCDHB3/PCDHB10/PCDHB9/PCDHB5/PCDHB14/PCDHB2/PCDHB16/CDH13/PCDHB4/NLGN1
GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	119	0.609312723037866	1.7256060176226	0.00146198830409357	0.065116666204256	0.0578548721775306	2438	tags=34%, list=16%, signal=28%	HOXD10/HOXA2/HOXA6/MEOX2/WNT3/HOXB9/HOXB8/HOXC13/ARC/BMP2/HOXA3/HOXB5/SIX2/HOXA5/HOXC10/HOXA7/ALDH1A2/GPC3/SFRP1/GLI2/HOXD3/HOXA11/HOXB6/HOXA9/MSX1/SFRP2/PAX6/FOXH1/HOXB2/PGAP1/HOXD9/HOXB3/HOXC8/PCSK6/SMO/XRCC2/HOXD8/ROR2/HOXB7/GDF11
GO_EMBRYONIC_ORGAN_MORPHOGENESIS	GO_EMBRYONIC_ORGAN_MORPHOGENESIS	GO_EMBRYONIC_ORGAN_MORPHOGENESIS	179	0.577356022145165	1.72051152417151	0.00141643059490085	0.065116666204256	0.0578548721775306	2681	tags=36%, list=18%, signal=30%	SOX11/SALL1/DLX2/HOXD10/HOXA2/HOXA6/DLX6/EYA1/ITGA8/ZIC1/MMP16/HOXB8/PROX1/BMP7/SIX4/HOXA3/HOXB5/SIX2/HOXA5/NDRG4/STRA6/MDFI/HOXA7/CCDC39/FBN2/NKX3-2/DLX5/ZEB1/GLI2/HOXD3/HOXA11/HOXB6/MSX1/HESX1/SHOX2/PRRX1/VAX2/PAX6/FOXH1/HOXB2/HOXD9/CEP290/HOXB3/MFAP2/COL11A1/SMO/CTHRC1/MESP1/SPRY2/HOXA1/ATP8A2/TGFB3/ARL13B/FZD6/PAX8/ROR2/HOXB7/GLI1/FBN1/AHI1/NRP1/MYCN/RUNX2/IFT57/SATB2
