	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_KERATINOCYTE_DIFFERENTIATION	GO_KERATINOCYTE_DIFFERENTIATION	GO_KERATINOCYTE_DIFFERENTIATION	38	0.755526682846523	2.17379425317494	0.00934579439252336	0.133784903826917	0.122715259382272	913	tags=37%, list=6%, signal=35%	SFN/EVPL/TGM1/CNFN/DNASE1L2/POU3F1/FLG/CDH3/HRNR/KRT10/TCHH/PPL/TMEM79/KAZN
GO_EPIDERMAL_CELL_DIFFERENTIATION	GO_EPIDERMAL_CELL_DIFFERENTIATION	GO_EPIDERMAL_CELL_DIFFERENTIATION	61	0.67611736934114	2.12556704312006	0.0175438596491228	0.194143751814524	0.178079889283991	913	tags=33%, list=6%, signal=31%	SFN/EVPL/SPINK5/TGM1/CNFN/PITX2/DNASE1L2/POU3F1/FLG/CDH3/HRNR/MCOLN3/KRT10/TCHH/PPL/STRC/GLI1/TMEM79/JAG2/KAZN
GO_EPIDERMIS_DEVELOPMENT	GO_EPIDERMIS_DEVELOPMENT	GO_EPIDERMIS_DEVELOPMENT	121	0.6510988441236	2.11754623939363	0.05	0.387605427209388	0.355534138586468	994	tags=31%, list=7%, signal=30%	OVOL1/SFN/EVPL/SPINK5/ELF3/KRT5/BNC1/TGM1/CNFN/FGFR2/PITX2/DNASE1L2/POU3F1/FLG/CDH3/DCT/HOXB13/LAMC2/HRNR/GRHL1/CRABP2/SOSTDC1/COL7A1/MCOLN3/KRT10/TCHH/PPL/HOXC13/EGFR/STRC/GLI1/FABP5/TMEM79/CELSR1/JAG2/KAZN/VANGL2/AGPAT2
GO_KERATINIZATION	GO_KERATINIZATION	GO_KERATINIZATION	13	0.925105872245143	2.06445846652173	0.00427350427350427	0.0877380416854101	0.0804784115033423	913	tags=77%, list=6%, signal=72%	SFN/EVPL/TGM1/CNFN/CDH3/HRNR/TCHH/PPL/TMEM79/KAZN
GO_DEVELOPMENTAL_PIGMENTATION	GO_DEVELOPMENTAL_PIGMENTATION	GO_DEVELOPMENTAL_PIGMENTATION	24	0.793854892289675	2.02569390866492	0.00606060606060606	0.105969710003848	0.0972015532231525	313	tags=25%, list=2%, signal=25%	TYRP1/GPR143/SLC45A2/KIT/DCT/TYR
GO_DESMOSOME	GO_DESMOSOME	GO_DESMOSOME	17	0.859675477246697	2.00677818790325	0.005	0.0981251205339549	0.090006041592103	913	tags=47%, list=6%, signal=44%	EVPL/PKP1/PKP3/KRT80/PPL/PERP/JUP/KAZN
GO_ANTEROGRADE_AXONAL_TRANSPORT	GO_ANTEROGRADE_AXONAL_TRANSPORT	GO_ANTEROGRADE_AXONAL_TRANSPORT	18	0.832897299732051	1.97251263741131	0.00523560209424084	0.100132625994695	0.0918474418269512	399	tags=17%, list=3%, signal=16%	KIF1A/HAP1/AP3B2
GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	65	0.620508969578147	1.96417886188028	0.0172413793103448	0.193409771717798	0.177406640244864	1117	tags=18%, list=7%, signal=17%	TRIM29/EVPL/KRT5/PKP1/KRT80/HOXA13/FLG/KRT10/JUP/SLC1A4/SYNC/NFATC4
GO_AXO_DENDRITIC_TRANSPORT	GO_AXO_DENDRITIC_TRANSPORT	GO_AXO_DENDRITIC_TRANSPORT	26	0.761257920881291	1.94831772091998	0.00680272108843537	0.112521333621788	0.103211081717418	399	tags=15%, list=3%, signal=15%	KIF1A/HAP1/KLC3/AP3B2
GO_SKIN_DEVELOPMENT	GO_SKIN_DEVELOPMENT	GO_SKIN_DEVELOPMENT	106	0.58762463498052	1.9437230083044	0.0277777777777778	0.262152777777778	0.240461705338615	979	tags=25%, list=6%, signal=24%	OVOL1/SFN/EVPL/SPINK5/TGM1/CNFN/FGFR2/ALOX12/DNASE1L2/CLDN4/POU3F1/FLG/CDH3/HRNR/ASPRV1/SOSTDC1/KRT10/TCHH/PPL/HOXC13/EGFR/TMEM79/CELSR1/JUP/KAZN/VANGL2/TCF15
GO_AXON_CYTOPLASM	GO_AXON_CYTOPLASM	GO_AXON_CYTOPLASM	22	0.753191602838581	1.89596864051823	0.00564971751412429	0.10536385531321	0.0966458282244202	399	tags=14%, list=3%, signal=13%	KIF1A/HAP1/AP3B2
