	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	202	-0.705020255705281	-2.31794581414022	0.003125	0.0558683155000655	0.0488235430457146	1713	tags=40%, list=11%, signal=36%	SYK/CD83/CD4/VAMP8/GAS6/CD28/VNN1/HLA-E/ADAM8/CD74/ITPKB/FCER1G/HAVCR2/HLA-DRB1/HLA-DMB/CD86/INPP5D/HLA-DRA/BCL2/NCKAP1L/DPP4/LILRB1/LILRB2/PTPRC/IL7R/PYCARD/PLEK/HLA-DRB5/CORO1A/IL33/FLT3LG/IL2RA/PIK3R6/KLRK1/FGR/BTK/SASH3/IL7/MYB/VAV1/CD38/RASAL3/SPN/IL23A/NR4A3/IL18/HLA-DQA2/PDCD1LG2/TNFRSF13C/EBI3/CD247/CD3E/CD6/CD2/CD226/LCK/HLA-G/CD80/CD27/RLTPR/TACR1/IL12RB1/CD24/CD274/CD5/ZAP70/SLAMF1/SPTA1/SELP/CD244/CD3D/PRKCQ/CCR7/CCL21/XCL1/CD3G/ICOS/BTLA/CD40LG/CCL19/STAP1
GO_LYMPHOCYTE_ACTIVATION	GO_LYMPHOCYTE_ACTIVATION	GO_LYMPHOCYTE_ACTIVATION	253	-0.687669956099944	-2.31771009440105	0.00332225913621262	0.0558683155000655	0.0488235430457146	1761	tags=42%, list=12%, signal=38%	BTN3A1/NHEJ1/DOCK2/SYK/CD4/LYL1/CD28/DLL1/PTK2B/ITGB2/HLA-E/MICA/CD74/ITPKB/FCER1G/RAB27A/LAT/CLEC7A/CD86/POU2F2/BCL2/DPP4/SPI1/MFNG/ELF4/LILRB1/DOCK8/PTGER4/P2RX7/IL10/PSMB10/PTPRC/IL7R/CORO1A/IRF1/NFAM1/PTPN22/FLT3LG/APBB1IP/KLRK1/TNFSF8/FZD9/CD180/BTK/SEMA4A/AMICA1/UNC13D/IL18R1/PIK3CD/MICB/NLRC3/IL2RB/RIPK3/IL7/VAV1/IKZF1/KIT/GAPT/SPN/ITGAL/PRF1/IL23A/IL18/PRKCB/IL21R/BATF/CD8A/EBI3/BLNK/EOMES/CD79B/WNT4/CD3E/CD6/CD2/LCK/CRTAM/CD80/RHOH/CD1C/CD7/SLAMF6/ZAP70/THEMIS/SLA2/BCL11B/ITK/CLEC4E/SLAMF1/LAX1/CD244/HSH2D/CD3D/CCR7/CCL21/BANK1/IKZF3/LY9/CD3G/CD79A/ZNF683/FUT7/CD40LG/MS4A1/CCL19/FLT3
GO_LEUKOCYTE_CELL_CELL_ADHESION	GO_LEUKOCYTE_CELL_CELL_ADHESION	GO_LEUKOCYTE_CELL_CELL_ADHESION	183	-0.710749620901385	-2.29645510910655	0.00319488817891374	0.0558683155000655	0.0488235430457146	1761	tags=43%, list=12%, signal=39%	BTN3A1/NHEJ1/DOCK2/SYK/CD4/CD28/ITGB2/HLA-E/MICA/OLR1/CD74/ITPKB/FCER1G/RAB27A/LAT/CLEC7A/CD86/BCL2/DPP4/ELF4/LILRB1/DOCK8/PTGER4/P2RX7/PSMB10/PTPRC/IL7R/IRF1/PTPN22/S100A9/APBB1IP/TNFSF8/SEMA4A/AMICA1/IL18R1/PIK3CD/MICB/NLRC3/SELE/RIPK3/ITGB7/IL7/VAV1/KIT/SPN/ITGAL/IL23A/BATF/CD8A/EBI3/EOMES/WNT4/CD3E/CD2/S100A8/LCK/CRTAM/CD80/RHOH/CD1C/CD7/SLAMF6/ZAP70/THEMIS/SLA2/BCL11B/ITK/CLEC4E/SELP/HSH2D/CD3D/TNF/CCR7/CCL21/LY9/CD3G/FUT7/CD40LG/CCL19
GO_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	GO_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	GO_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	206	-0.693412304863978	-2.29155276986178	0.00313479623824451	0.0558683155000655	0.0488235430457146	1899	tags=45%, list=12%, signal=40%	DUSP3/CD44/BTN2A2/MAP3K14/CD300A/MAD1L1/SYK/CD83/CD4/CD28/VNN1/SOX13/HLA-E/LGALS3/ADAM8/CD74/ITPKB/HAVCR2/HLA-DRB1/LAT/HLA-DMB/CD86/HLA-DRA/NCKAP1L/DPP4/LILRB1/IL10/LILRB2/PTPRC/IL7R/PYCARD/HLA-DRB5/CORO1A/CEACAM1/IRF1/NFKBID/PTPN22/IL2RA/PIK3R6/KLRK1/HLA-DOA/TNFAIP8L2/SASH3/ZNF703/RIPK3/IL7/MYB/VAV1/ADRB2/RASAL3/SPN/ALOX12/IL23A/NR4A3/IL18/HLA-DQA2/PDCD1LG2/TNFRSF13C/SPINK5/LAG3/EBI3/CD247/SLC46A2/CD3E/CD6/CD2/LCK/HLA-G/CD80/RLTPR/IL12RB1/TIGIT/CD24/CD274/CD5/ZAP70/CDKN2A/SLAMF1/LAX1/SPTA1/CD244/CD3D/PRKCQ/CCR7/SIT1/CCL21/XCL1/CD3G/ICOS/BTLA/CD40LG/CCL19
GO_LEUKOCYTE_ACTIVATION	GO_LEUKOCYTE_ACTIVATION	GO_LEUKOCYTE_ACTIVATION	296	-0.681082591215206	-2.29144203192816	0.00383141762452107	0.0605833763551884	0.0529440534739016	1761	tags=41%, list=12%, signal=37%	BTN3A1/NHEJ1/DOCK2/SYK/STXBP2/CD4/VAMP8/LYL1/CD28/DLL1/PTK2B/CX3CR1/ITGB2/HLA-E/MICA/EDN1/CD74/ITPKB/FCER1G/RAB27A/HAVCR2/LAT/CLEC7A/CD86/POU2F2/BCL2/DPP4/SPI1/MFNG/ELF4/LILRB1/DOCK8/PTGER4/P2RX7/IL10/PSMB10/BATF2/TLR3/PTPRC/IL7R/CHGA/SELPLG/PYCARD/CORO1A/IRF1/NFAM1/PTPN22/FLT3LG/APBB1IP/KLRK1/TNFSF8/FZD9/CD180/BTK/SEMA4A/AMICA1/UNC13D/IL18R1/PIK3CD/MICB/NLRC3/IL2RB/RIPK3/IL7/VAV1/IKZF1/KIT/CCL3/GAPT/SPN/ITGAL/PRF1/IL23A/NR4A3/IL18/PRKCB/IL21R/BATF/CD8A/EBI3/BLNK/EOMES/CD79B/WNT4/CD3E/CD6/CD2/LCK/CRTAM/CD80/RHOH/CD1C/CXCR2/CD7/UBD/SLAMF6/ZAP70/THEMIS/SLA2/BCL11B/ITK/CLEC4E/SLAMF1/LAX1/CD244/HSH2D/CD3D/CCR7/CCL21/BANK1/IKZF3/LY9/CD3G/CD79A/ZNF683/FUT7/CD40LG/MS4A1/CCL19/FLT3
GO_ADAPTIVE_IMMUNE_RESPONSE	GO_ADAPTIVE_IMMUNE_RESPONSE	GO_ADAPTIVE_IMMUNE_RESPONSE	166	-0.706106510121417	-2.255850124081	0.00306748466257669	0.0558683155000655	0.0488235430457146	2029	tags=55%, list=13%, signal=48%	GPR183/NFKB2/RORC/CD209/TFEB/C1S/RNF19B/BTN3A2/ICAM1/SH2D1B/RFTN1/BTN3A1/SYK/CD4/UNC93B1/PTK2B/BTN3A3/HLA-E/MICA/CD74/C2/IRF7/CLEC4A/FCER1G/RAB27A/C1QB/HAVCR2/HLA-DRB1/LAIR1/LAT/CD86/INPP5D/POU2F2/CTSH/TEC/C3/LILRB1/LILRB2/CD84/HLA-DRB5/LILRB3/FCGR1B/LILRB5/LILRA6/IL18BP/LAMP3/LILRB4/KLRK1/LIME1/BTK/SEMA4A/UNC13D/IL18R1/PIK3CD/MICB/KLHL6/GAPT/CLEC10A/LILRA2/IL18/PRKCB/BATF/LILRA1/CD8A/TNFRSF13C/EBI3/EOMES/CD79B/LILRA3/CD6/CRTAM/CD27/CD1C/CD7/SLAMF6/ZAP70/THEMIS/SH2D1A/SLA2/ITK/SLAMF1/LAX1/CD244/C8G/SIT1/LY9/CD79A/CD1A/BTLA/CD40LG/LILRA4
GO_INNATE_IMMUNE_RESPONSE	GO_INNATE_IMMUNE_RESPONSE	GO_INNATE_IMMUNE_RESPONSE	360	-0.651551962830692	-2.23347167372081	0.00396825396825397	0.0618836681959605	0.0540803836834611	1721	tags=37%, list=11%, signal=34%	HLA-C/MX1/SYK/IRF9/UNC93B1/VNN1/PTK2B/TRIM22/IFI35/PSMB8/HLA-E/MICA/GBP1/LGALS3/OAS1/EDN1/CARD9/TRIM21/HERC5/C2/IRF7/IRF5/CLEC4A/FCER1G/TREM2/RAB27A/C1QB/HAVCR2/HLA-DRB1/IFI30/CLEC7A/CD86/MST1R/HLA-DRA/TEC/C3/ELF4/DAPK1/TLR3/OAS2/CHGA/HLA-H/PYCARD/LILRA5/CD84/HLA-DRB5/STYK1/NCF2/DHX58/FCGR1B/CORO1A/ISG20/IRF1/NLRC5/ASS1/GCH1/KYNU/CITED1/S100A9/KLRK1/HCK/CD180/FGR/BTK/HLA-F/IRF8/UNC13D/GZMM/FCN3/TNFAIP8L2/PIK3CD/MICB/CFD/LY86/FCN1/IFI27/CFP/MATK/APOBEC3A/CCL13/CCL3/MASP1/STAR/PSTPIP1/CLEC10A/TLR9/IL34/IL23A/GBP5/OASL/HLA-DQA2/MEFV/MARCO/NCF1/CIITA/CD6/CCL14/S100A8/PTK6/HIST1H2BG/LCK/HLA-G/SIGLEC14/IL12RB1/GZMB/UBD/KLRD1/SLAMF6/CCL18/ZAP70/SH2D1A/APOBEC3H/TLR10/ITK/CLEC4E/SLAMF1/NLRP6/CCL3L1/CD244/C8G/TREML1/CCL21/XCL1/LY9/NLRP2/LTF/ZBP1/SLPI/CCL22/XCL2/CCL19/CCL17/BLK
GO_LYMPHOCYTE_DIFFERENTIATION	GO_LYMPHOCYTE_DIFFERENTIATION	GO_LYMPHOCYTE_DIFFERENTIATION	147	-0.701977141978654	-2.20508348875607	0.00302114803625378	0.0558683155000655	0.0488235430457146	1748	tags=39%, list=11%, signal=35%	NHEJ1/DOCK2/SYK/CD4/LYL1/CD28/DLL1/PTK2B/CD74/ITPKB/FCER1G/POU2F2/BCL2/SPI1/MFNG/PTGER4/IL10/PTPRC/IL7R/IRF1/NFAM1/PTPN22/FLT3LG/TNFSF8/FZD9/SEMA4A/IL18R1/PIK3CD/RIPK3/IL7/VAV1/IKZF1/KIT/SPN/BATF/CD8A/BLNK/EOMES/CD79B/WNT4/CD3E/LCK/RHOH/SLAMF6/ZAP70/THEMIS/BCL11B/ITK/CLEC4E/SLAMF1/CD3D/CCR7/LY9/CD79A/ZNF683/FUT7/CD40LG/FLT3
GO_LEUKOCYTE_DIFFERENTIATION	GO_LEUKOCYTE_DIFFERENTIATION	GO_LEUKOCYTE_DIFFERENTIATION	207	-0.662806369091226	-2.19441193420236	0.0031055900621118	0.0558683155000655	0.0488235430457146	1748	tags=33%, list=11%, signal=30%	NHEJ1/DOCK2/SYK/CD4/GAS6/LYL1/CD28/DLL1/PTK2B/CD74/ITPKB/FCER1G/TREM2/PIR/CD86/POU2F2/BCL2/SPI1/MFNG/LILRB1/PTGER4/IL10/BATF2/PTPRC/IL7R/IRF1/NFAM1/PTPN22/FLT3LG/TNFSF8/FZD9/SEMA4A/IL18R1/PIK3CD/RIPK3/IL7/VAV1/IKZF1/CEBPA/KIT/SPN/BATF/CD8A/BLNK/EOMES/CD79B/WNT4/CD3E/LCK/RHOH/CBFA2T3/UBD/SLAMF6/ZAP70/THEMIS/BCL11B/ITK/CLEC4E/SLAMF1/CD3D/TNF/CCR7/LY9/CD79A/ZNF683/FUT7/CD40LG/CCL19/FLT3
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	92	-0.746506854843443	-2.19429319561175	0.00277008310249307	0.0558683155000655	0.0488235430457146	2107	tags=50%, list=14%, signal=43%	LYN/GPR183/RORC/ICAM1/SH2D1B/DOCK2/SYK/STXBP2/VAMP8/DLL1/PTK2B/CX3CR1/FCER1G/RAB27A/HAVCR2/LAT/CLEC7A/CD86/MFNG/LILRB1/PTGER4/TLR3/CHGA/PYCARD/CORO1A/APBB1IP/CD180/SEMA4A/UNC13D/IL18R1/PIK3CD/KIT/CCL3/GAPT/ITGAL/NR4A3/BATF/EOMES/CD1C/SLAMF6/ZAP70/CLEC4E/SLAMF1/CD244/LY9/CD40LG
