TCGA-GJ-A3OU-01A-31R-A38B-07	TCGA-G3-A7M9-01A-23R-A352-07	TCGA-ED-A627-01A-12R-A311-07	TCGA-DD-AACB-01A-11R-A41C-07
ENSG00000009307	49.9576615626	120.587091551	57.8541355932	83.8010224003
ENSG00000009335	6.56977425442	8.76212096321	7.55775426017	4.04431569273
ENSG00000009413	1.12419048563	1.58408579154	1.35967247035	0.301214757042
ENSG00000009694	0.184362847578	0.856076450573	0.14333085784	0.00798752765151
ENSG00000009709	0	0.00850291575531	0	0.00543889099709
ENSG00000009724	19.2319613899	0.564022077933	49.2882822703	35.4907430466
ENSG00000009765	0.36503138602	0.122601891803	2.15784730969	0.0994085664871
ENSG00000009780	1.60069197189	1.30848435078	2.04467354962	2.77477549575
ENSG00000009790	2.17883365319	0.212406858453	1.11301188808	0.846209329438
ENSG00000009830	1.20083940255	2.51273616565	1.05212370278	1.42665392006
ENSG00000009844	3.99198809178	12.6127938019	4.64995671659	4.14184656092
ENSG00000009950	24.9582566788	20.5499727666	27.6106531648	42.7716805296
ENSG00000009954	8.87943449036	12.8825318104	9.00344580426	5.31125326546
ENSG00000010017	9.25877361298	14.0492150209	10.9085046225	10.720294656
ENSG00000010030	2.03712686463	0.859224293263	1.64091895884	8.98166866678
ENSG00000010072	1.71547180619	2.26615998183	1.18457072893	0.860427767011
ENSG00000010165	10.8437254487	20.4831715253	6.33597047042	8.97196730197
ENSG00000010219	1.80397789454	3.86319703287	1.56939229429	0.550033489042
ENSG00000010244	5.34754085493	9.72055828004	4.64934863658	4.85956460627
ENSG00000010256	62.642948813	95.5139516212	66.8792294792	84.6296951991
ENSG00000010270	6.15786096226	9.25512589775	3.93573085999	2.1479566539
ENSG00000010278	49.7600959783	10.8746295708	31.8461267505	10.1581271937
ENSG00000010282	0.00934539512266	0.0433243802771	0.0274994289687	0.0475070478929
ENSG00000010292	5.57676621615	41.8155404448	3.12512972605	5.81171871641
ENSG00000010295	5.32250158218	5.36479564192	3.45705691329	6.89618032165
ENSG00000010310	0.159732061738	1.21654054804	0.276977198258	0.0797493470251
ENSG00000010318	0.920609125427	1.87041720985	0.946985280791	1.24929268754
ENSG00000010319	5.45634558914	1.78893983162	2.02678776267	0.445384499342
ENSG00000010322	6.74479945467	11.3713421935	6.11378105285	7.06503984934
ENSG00000010327	12.6692550711	3.09257020869	13.9152766041	3.01913054996
ENSG00000010361	2.69259524274	17.0983999202	4.291698382	0.43065138915
ENSG00000010379	1.41359728506	1.79646590082	1.25069094524	0.720216587073
ENSG00000010404	6.82416702994	2.62848716738	6.3954891023	2.40187443629
ENSG00000010438	1.99708959606	6.40877978152	1.02720448119	0.103172232165
ENSG00000010539	0.886411599854	1.95681976856	0.781966874461	0.947918618962
ENSG00000010610	63.9802165203	4.77093785392	27.5902466879	14.5793822628
ENSG00000010626	1.25621817176	1.28894996463	0.748411726595	0.888186571809
ENSG00000010671	5.36807462412	0.617942974995	1.44665479598	1.35841860426
ENSG00000010704	2.48037655209	2.95746343138	2.55313299689	0.883350652729
ENSG00000010803	2.83116086836	13.9458130746	4.21013041927	3.45905150694
ENSG00000010810	4.68094965493	2.23330135951	6.3077181621	2.40919900278
ENSG00000010818	1.60325062756	1.16430615087	2.96887762832	0.533970663743
ENSG00000010932	0.885083120864	6.57201500805	1.28013582749	0.0667268273327
ENSG00000011007	5.68816635783	12.8978070387	9.27952315465	9.54088422541
ENSG00000011009	24.4708022263	70.382270807	35.7319390299	50.0338344111
ENSG00000011021	1.88086920088	3.04319738891	1.90501818549	2.82089359366
ENSG00000011028	9.90117912117	6.41121252708	8.41944124001	1.64170784076
ENSG00000011052	0.239478573969	0.908345729596	0.448433476261	0.664026795126
ENSG00000011083	0.375329031035	0.00407491893747	0.0045263521492	0.00781956703818
ENSG00000011105	12.539466034	15.3972224082	16.4073112283	10.5038215918
ENSG00000011114	1.48044565985	2.75191432647	1.34512378225	1.38760780376
ENSG00000011132	3.65193853708	5.22039287927	2.6435892513	3.18266652543
ENSG00000011143	1.36478977041	4.31747953643	1.83740927716	2.14703489713
ENSG00000011198	3.9691590106	4.03889213208	3.74696625085	1.69946653901
ENSG00000011201	1.37133321683	0.341200755945	0.493257511893	0.0529575024553
ENSG00000011243	5.68426439151	14.8045742777	5.49981272894	9.95404721267
ENSG00000011258	1.65834626947	2.94696032475	1.5759958639	2.25058454438
ENSG00000011260	11.1704261162	16.4462754888	7.89603251834	15.4075386746
ENSG00000011275	5.29074230883	10.3050726094	4.00947647793	2.51918451835
ENSG00000011295	3.52323902432	3.81792651798	6.27638282752	6.4631264306
ENSG00000011304	27.5199700723	75.5518465246	26.6205988777	33.1085523906
ENSG00000011332	0.0281432680204	0.782817396131	0.0207033461324	0.00715327476346
ENSG00000011347	50.2363716394	24.0155925995	10.7873023517	8.13259929433
ENSG00000011376	2.94572815356	10.2221838785	4.32662696553	3.11332589001
ENSG00000011405	4.70253093807	5.17892976543	4.00570608351	1.68619566784
ENSG00000011422	9.76559402954	4.48829692682	4.45486584583	0.762673584832
ENSG00000011426	2.01328288593	11.3453090545	0.65787878329	0.748166861488
ENSG00000011451	5.08465642337	11.5489960965	4.86337586286	3.85818812101
ENSG00000011454	3.82173415633	7.94852478187	3.75073587039	1.75388740762
ENSG00000011465	22.8346244259	2.13094439583	64.3596720135	0.563932177196
ENSG00000011478	5.60422205255	9.50657329144	3.85725113252	9.73036440279
ENSG00000011485	6.46445962587	14.0299736105	7.20789679205	5.9001596519
ENSG00000011523	2.94833614739	2.33855689718	2.11820945053	1.58876862194
ENSG00000011566	3.37997540966	5.93089842895	5.33652889661	1.63557322431
ENSG00000011590	0.292608707216	0.129191112306	0.157853671595	0.359471424937
ENSG00000011600	239.672662748	26.5928580875	79.0625864741	78.9683677526
ENSG00000011638	4.46771629309	0.888353037495	3.70620651328	0.456377811336
ENSG00000011677	0	5.65422942932	0	1.02360239878
ENSG00000012048	0.659937573212	2.42719893785	0.361285385815	0.772378133969
ENSG00000012061	7.33582343465	10.2268458351	6.41239363425	7.67873770161
ENSG00000012124	1.12298904834	0.569414180008	0.216210297652	0.200695872565
ENSG00000012171	0.843127030847	1.40215360829	3.4078684036	2.28587310056
ENSG00000012174	2.57857530853	3.19495829201	2.72513272538	2.68854794291
ENSG00000012211	1.77635655382	4.100705494	1.58055852252	1.16100740056
ENSG00000012223	0.578901788148	0.273850479995	0.407144683066	0.0404234976038
ENSG00000012232	1.90471594276	7.08951375999	1.82064160966	2.15572213749
ENSG00000012504	12.1110405641	37.2184099089	22.5405586748	12.0472724571
ENSG00000012660	38.2199308141	13.2895065204	20.8186724036	37.5594763662
ENSG00000012779	12.9293040428	1.38154828088	4.23613773948	0.561522480092
ENSG00000012817	2.19840470471	0.277952705379	3.07064993805	0.00725683585853
ENSG00000012822	5.64459449764	6.35845899642	7.27506927615	5.17080953907
ENSG00000012963	7.47480322691	11.9157292566	6.21974699619	6.31130295319
ENSG00000012983	2.82585002989	2.86944989298	3.30471049446	3.00099590077
ENSG00000013016	3.65401119216	3.40028165163	4.21855239227	0.585099609643
ENSG00000013275	44.3916134432	111.585562356	30.699584291	62.9751894383
ENSG00000013288	8.03724671073	6.59775584037	7.70170060306	4.09805950036
ENSG00000013293	0.0723291944152	0.148837203149	0.00380059514048	0.00984866207036
ENSG00000013297	2.52169653509	1.52469928614	3.16975368373	1.49137240427
ENSG00000013306	69.3061896979	56.652611039	24.8130131843	54.785239459
ENSG00000013364	48.1572973915	21.476807507	37.5852206954	25.367392361
ENSG00000013374	14.7645274062	17.7110963326	11.8568074779	11.168151026
ENSG00000013375	5.43665781244	9.42338642908	6.05062699894	4.57341476902
ENSG00000013392	2.09270454511	3.07774360872	2.27736807457	1.56821792891
ENSG00000013441	10.4098518957	12.6116013993	14.2163510712	7.88990986677
ENSG00000013503	2.01324588358	8.957534117	2.88022837591	1.5407959474
ENSG00000013523	4.7514471584	7.71344861795	2.01107152703	2.51602554823
ENSG00000013561	9.4103593923	5.97030288883	7.15380109393	5.96933391932
ENSG00000013563	4.84091467354	3.30998265317	2.72863083942	2.40266894719
ENSG00000013573	1.92613682444	5.44652234532	1.07516971174	0.856957874696
ENSG00000013583	28.1792443073	22.769089035	17.2247990275	16.4097203755
ENSG00000013588	0.220877970814	0.320123024552	0.456847296648	0.0122046394069
ENSG00000013619	0.689269162393	2.4776266314	2.10828032317	0.149836973897
ENSG00000013725	5.34637067409	0.390413893433	3.50935268984	1.78075480516
ENSG00000013810	5.42171780982	29.051406098	2.161672905	5.45437200714
ENSG00000014123	5.35112712764	10.0995344167	7.30377926745	2.64004535884
ENSG00000014138	2.49603165063	7.29968140258	1.6244497643	2.12274615405
ENSG00000014164	14.2220432207	12.0277583459	6.58955711584	13.1692344399
ENSG00000014216	18.8868789808	27.9564315916	20.7962137833	15.2017269804
ENSG00000014257	0.16753063911	6.35407367566	0.0948018711526	0.0655105535218
ENSG00000014641	35.3285432625	44.0798133439	30.3226435154	36.496323218
ENSG00000014824	6.93668258696	11.3821572006	6.63790826974	3.79712655679
ENSG00000014914	2.48342425189	2.02275123922	2.26415509174	10.6649390331
ENSG00000014919	9.87042420857	9.88247057902	7.47996976667	9.42033368898
ENSG00000015133	1.60026617194	3.62726452987	1.36596099253	0.359218047031
ENSG00000015153	1.04690152835	1.37181080213	1.694316464	0.529021593357
ENSG00000015171	10.2207853369	10.8168061982	11.2613702827	5.15035782969
ENSG00000015285	14.955528837	2.33713287523	9.9584746991	6.31627251689
ENSG00000015413	3.03046545523	1.45784877572	1.31436369162	15.3927391476
ENSG00000015475	16.7841740939	10.9064206337	7.6174902693	9.33690600705
ENSG00000015479	0.144589266894	0.348070838725	0.17896470459	0.0525010991814
ENSG00000015520	17.2846392473	7.27029626088	6.84203804554	11.5324082401
ENSG00000015532	4.99172701204	8.82876762554	4.80172343633	6.61991655742
ENSG00000015568	0	0	0	0
ENSG00000015592	0.00820204532471	0.35851121967	0.0241350483147	0
ENSG00000015676	7.71547984982	10.8493707349	6.44033132255	4.31530689973
ENSG00000016082	0	5.93534990147	0	0
ENSG00000016391	5.68002105383	7.3181736027	13.0784942931	9.2854264215
ENSG00000016402	0.00571195291746	1.13107774784	0.134462324141	0
ENSG00000016490	0	0.0589289399996	0	0
ENSG00000016602	0.023513957615	0.041527053216	0.0115318899258	0
ENSG00000016864	13.9089262503	18.3544577864	15.6727925288	20.1314633588
ENSG00000017260	9.41956796746	12.669555728	6.29587469965	4.7039089831
