id	fc	log2fc	pvalue	padj
PLVAP	11.7551163360104	3.5552169117647	8.07671419344286e-117	1.47779639597424e-112
CLEC4M	0.0632052189918086	-3.9838125	8.24921946971907e-110	7.54679843187249e-106
CD34	5.72628416229016	2.51759926470588	2.13503291603823e-94	1.30215657549171e-90
GBA	5.14871793120558	2.36421323529411	1.33036378484928e-93	6.08541654284683e-90
PTH1R	0.116430756479447	-3.10245588235294	1.59922991728898e-88	5.85222195932728e-85
ANGPTL6	0.216988603313645	-2.20430882352941	4.74042563221912e-88	1.44559279654522e-84
GDF2	0.212620007355995	-2.23365073529412	1.19629867034627e-86	3.1269538244751e-83
ADAMTS13	0.204382784828536	-2.29065441176471	3.32434680482921e-85	7.60319668599501e-82
COMMD4	2.93411714224251	1.55292647058823	4.28956953855688e-85	8.72069487188613e-82
CLEC4G	0.0777965109715872	-3.68415073529412	1.11783624826248e-84	2.04530498344587e-81
FCN2	0.0720755830099919	-3.79434558823529	9.85634700168616e-84	1.63946891899865e-80
KRTCAP2	3.23020337392126	1.69162500000001	4.66055002198988e-82	7.10617364602907e-79
DBH	0.176335769549258	-2.50360294117647	1.51795166014667e-80	2.13645857890028e-77
COA6	3.51966348647867	1.8154375	3.51528307614972e-79	4.59422388887939e-76
MDK	20.3642000097212	4.34796323529412	3.8593433809119e-79	4.70762705603633e-76
NUDT1	3.86101890332128	1.94898161764706	4.02891470432578e-77	4.60731577156555e-74
COLEC10	0.154933058264031	-2.69028308823529	4.64208009069674e-77	4.99624349526343e-74
NSMCE2	3.28204629332348	1.71459558823529	6.31433565217344e-76	6.4185221904343e-73
LMNA	3.67973772495621	1.87960294117647	1.30333115708574e-75	1.25510790427357e-72
COX4I2	3.16734069416452	1.66327205882353	2.3434635292986e-75	2.14391760977882e-72
CXCL14	0.123095129775357	-3.02215441176471	2.85127616940435e-75	2.48427619388531e-72
MTX1	2.59526588980971	1.37588235294118	4.4456594450578e-75	3.69737413028284e-72
SCAMP3	2.98038007591239	1.57549632352941	1.79706729110199e-74	1.42960609675187e-71
PSMD4	2.88972087688736	1.53093014705882	5.12993195457399e-74	3.91093187386835e-71
PRPF6	2.66840553909269	1.41597794117648	5.81680690400206e-74	4.25720463690103e-71
PSMB4	2.44981497826446	1.29267279411765	7.2145736549711e-74	5.07711746788486e-71
CCT3	3.15839404870674	1.6591911764706	1.04335303645637e-73	7.07045574371934e-71
PIGU	2.779850607631	1.47500735294118	1.48576888379467e-73	9.70896902385395e-71
STAB2	0.263860186921377	-1.92215441176471	2.49408039758375e-73	1.57359272533069e-70
RBP7	5.2558050534921	2.39391176470588	3.08924835038446e-73	1.88413256889948e-70
LINC01093	0.10566368030475	-3.24244852941177	4.06921634237454e-73	2.4017564973041e-70
DYNLRB1	2.67070492646094	1.41722058823529	1.38232574297692e-72	7.90387941226523e-70
SNRPE	3.15803992810102	1.65902941176471	3.40282830636412e-72	1.88671362186498e-69
MRPL24	2.90656702335958	1.53931617647059	5.92592050751583e-72	3.18901669194168e-69
VPS72	2.86306911961661	1.5175625	1.27422463716076e-71	6.66128233889443e-69
POLR2K	2.86432431698136	1.51819485294118	1.68685357018516e-71	8.57343327046607e-69
RNASEH2A	3.99294224857858	1.99745220588235	2.53146556452561e-71	1.25184393065203e-68
DRAP1	2.47957968324182	1.31009558823529	4.33624647724324e-71	2.08790267879262e-68
CHMP2A	2.34141177261584	1.22737867647059	3.78817247281868e-70	1.77723568551701e-67
ABHD12	2.53899464630987	1.34425735294117	5.7379418990222e-70	2.62467807316023e-67
PTTG1	7.09268011442066	2.82633088235294	7.11333219787606e-70	3.17445461523264e-67
BLOC1S1	2.34785272040032	1.2313419117647	7.58257063596905e-70	3.30329273634109e-67
NDUFA7	2.26137230051186	1.17719852941176	2.07602291507613e-69	8.8337189016623e-67
MPC2	2.6463698550288	1.40401470588235	2.86372966074576e-69	1.19085594551512e-66
CDH13	2.94168625077175	1.55664338235294	4.18549310241616e-69	1.70182149544241e-66
CUTA	2.6276748462063	1.39378676470588	5.853811800003e-69	2.32841727184032e-66
